"Statistic Label","Census Year","County","Age","Sex","UNIT","VALUE"
"Population","2011","Kerry County","Age 35-39","Males","Number","5523"
"Population","2011","Kerry County","Age 35-39","Females","Number","5201"
"Population","2011","Kerry County","Age 35-39","Both Sexes","Number","10724"
"Population","2011","Kerry County","Age 40-44","Males","Number","5284"
"Population","2011","Kerry County","Age 40-44","Females","Number","5126"
"Population","2011","Kerry County","Age 40-44","Both Sexes","Number","10410"
"Population","2011","Kerry County","Age 45-49","Males","Number","5039"
"Population","2011","Kerry County","Age 45-49","Females","Number","5077"
"Population","2011","Kerry County","Age 45-49","Both Sexes","Number","10116"
"Population","2011","Kerry County","Age 50-54","Males","Number","4912"
"Population","2011","Kerry County","Age 50-54","Females","Number","4786"
"Population","2011","Kerry County","Age 50-54","Both Sexes","Number","9698"
"Population","2011","Kerry County","Age 55-59","Males","Number","4527"
"Population","2011","Kerry County","Age 55-59","Females","Number","4448"
"Population","2011","Kerry County","Age 55-59","Both Sexes","Number","8975"
"Population","2011","Kerry County","Age 60-64","Males","Number","4346"
"Population","2011","Kerry County","Age 60-64","Females","Number","4116"
"Population","2011","Kerry County","Age 60-64","Both Sexes","Number","8462"
"Population","2011","Kerry County","Age 65-69","Males","Number","3552"
"Population","2011","Kerry County","Age 65-69","Females","Number","3359"
"Population","2011","Kerry County","Age 65-69","Both Sexes","Number","6911"
"Population","2011","Kerry County","Age 70-74","Males","Number","2532"
"Population","2011","Kerry County","Age 70-74","Females","Number","2536"
"Population","2011","Kerry County","Age 70-74","Both Sexes","Number","5068"
"Population","2011","Kerry County","Age 75-79","Males","Number","1835"
"Population","2011","Kerry County","Age 75-79","Females","Number","2121"
"Population","2011","Kerry County","Age 75-79","Both Sexes","Number","3956"
"Population","2011","Kerry County","Age 80-84","Males","Number","1151"
"Population","2011","Kerry County","Age 80-84","Females","Number","1608"
"Population","2011","Kerry County","Age 80-84","Both Sexes","Number","2759"
"Population","2011","Kerry County","Age 85 and over","Males","Number","739"
"Population","2011","Kerry County","Age 85 and over","Females","Number","1555"
"Population","2011","Kerry County","Age 85 and over","Both Sexes","Number","2294"
"Population","2011","Kerry County","Total","Males","Number","72629"
"Population","2011","Kerry County","Total","Females","Number","72873"
"Population","2011","Kerry County","Total","Both Sexes","Number","145502"
"Population","2011","Limerick City","Age 0","Males","Number","430"
"Population","2011","Limerick City","Age 0","Females","Number","378"
"Population","2011","Limerick City","Age 0","Both Sexes","Number","808"
"Population","2011","Limerick City","Age 1","Males","Number","381"
"Population","2011","Limerick City","Age 1","Females","Number","341"
"Population","2011","Limerick City","Age 1","Both Sexes","Number","722"
"Population","2011","Limerick City","Age 2","Males","Number","386"
"Population","2011","Limerick City","Age 2","Females","Number","359"
"Population","2011","Limerick City","Age 2","Both Sexes","Number","745"
"Population","2011","Limerick City","Age 3","Males","Number","357"
"Population","2011","Limerick City","Age 3","Females","Number","383"
"Population","2011","Limerick City","Age 3","Both Sexes","Number","740"
"Population","2011","Limerick City","Age 4","Males","Number","368"
"Population","2011","Limerick City","Age 4","Females","Number","336"
"Population","2011","Limerick City","Age 4","Both Sexes","Number","704"
"Population","2011","Limerick City","Age 5","Males","Number","316"
"Population","2011","Limerick City","Age 5","Females","Number","321"
"Population","2011","Limerick City","Age 5","Both Sexes","Number","637"
"Population","2011","Limerick City","Age 6","Males","Number","311"
"Population","2011","Limerick City","Age 6","Females","Number","296"
"Population","2011","Limerick City","Age 6","Both Sexes","Number","607"
"Population","2011","Limerick City","Age 7","Males","Number","296"
"Population","2011","Limerick City","Age 7","Females","Number","326"
"Population","2011","Limerick City","Age 7","Both Sexes","Number","622"
"Population","2011","Limerick City","Age 8","Males","Number","283"
"Population","2011","Limerick City","Age 8","Females","Number","332"
"Population","2011","Limerick City","Age 8","Both Sexes","Number","615"
"Population","2011","Limerick City","Age 9","Males","Number","342"
"Population","2011","Limerick City","Age 9","Females","Number","331"
"Population","2011","Limerick City","Age 9","Both Sexes","Number","673"
"Population","2011","Limerick City","Age 10","Males","Number","285"
"Population","2011","Limerick City","Age 10","Females","Number","300"
"Population","2011","Limerick City","Age 10","Both Sexes","Number","585"
"Population","2011","Limerick City","Age 11","Males","Number","366"
"Population","2011","Limerick City","Age 11","Females","Number","334"
"Population","2011","Limerick City","Age 11","Both Sexes","Number","700"
"Population","2011","Limerick City","Age 12","Males","Number","344"
"Population","2011","Limerick City","Age 12","Females","Number","352"
"Population","2011","Limerick City","Age 12","Both Sexes","Number","696"
"Population","2011","Limerick City","Age 13","Males","Number","349"
"Population","2011","Limerick City","Age 13","Females","Number","323"
"Population","2011","Limerick City","Age 13","Both Sexes","Number","672"
"Population","2011","Limerick City","Age 14","Males","Number","354"
"Population","2011","Limerick City","Age 14","Females","Number","351"
"Population","2011","Limerick City","Age 14","Both Sexes","Number","705"
"Population","2011","Limerick City","Age 15","Males","Number","331"
"Population","2011","Limerick City","Age 15","Females","Number","334"
"Population","2011","Limerick City","Age 15","Both Sexes","Number","665"
"Population","2011","Limerick City","Age 16","Males","Number","313"
"Population","2011","Limerick City","Age 16","Females","Number","303"
"Population","2011","Limerick City","Age 16","Both Sexes","Number","616"
"Population","2011","Limerick City","Age 17","Males","Number","309"
"Population","2011","Limerick City","Age 17","Females","Number","340"
"Population","2011","Limerick City","Age 17","Both Sexes","Number","649"
"Population","2011","Limerick City","Age 18","Males","Number","405"
"Population","2011","Limerick City","Age 18","Females","Number","498"
"Population","2011","Limerick City","Age 18","Both Sexes","Number","903"
"Population","2011","Limerick City","Age 19","Males","Number","512"
"Population","2011","Limerick City","Age 19","Females","Number","663"
"Population","2011","Limerick City","Age 19","Both Sexes","Number","1175"
"Population","2011","Limerick City","Age 20-24","Males","Number","2354"
"Population","2011","Limerick City","Age 20-24","Females","Number","2695"
"Population","2011","Limerick City","Age 20-24","Both Sexes","Number","5049"
"Population","2011","Limerick City","Age 25-29","Males","Number","2521"
"Population","2011","Limerick City","Age 25-29","Females","Number","2544"
"Population","2011","Limerick City","Age 25-29","Both Sexes","Number","5065"
"Population","2011","Limerick City","Age 30-34","Males","Number","2492"
"Population","2011","Limerick City","Age 30-34","Females","Number","2333"
"Population","2011","Limerick City","Age 30-34","Both Sexes","Number","4825"
"Population","2011","Limerick City","Age 35-39","Males","Number","2071"
"Population","2011","Limerick City","Age 35-39","Females","Number","1879"
"Population","2011","Limerick City","Age 35-39","Both Sexes","Number","3950"
"Population","2011","Limerick City","Age 40-44","Males","Number","1817"
"Population","2011","Limerick City","Age 40-44","Females","Number","1738"
"Population","2011","Limerick City","Age 40-44","Both Sexes","Number","3555"
"Population","2011","Limerick City","Age 45-49","Males","Number","1741"
"Population","2011","Limerick City","Age 45-49","Females","Number","1823"
"Population","2011","Limerick City","Age 45-49","Both Sexes","Number","3564"
"Population","2011","Limerick City","Age 50-54","Males","Number","1724"
"Population","2011","Limerick City","Age 50-54","Females","Number","1686"
"Population","2011","Limerick City","Age 50-54","Both Sexes","Number","3410"
"Population","2011","Limerick City","Age 55-59","Males","Number","1520"
"Population","2011","Limerick City","Age 55-59","Females","Number","1555"
"Population","2011","Limerick City","Age 55-59","Both Sexes","Number","3075"
"Population","2011","Limerick City","Age 60-64","Males","Number","1398"
"Population","2011","Limerick City","Age 60-64","Females","Number","1455"
"Population","2011","Limerick City","Age 60-64","Both Sexes","Number","2853"
"Population","2011","Limerick City","Age 65-69","Males","Number","1062"
"Population","2011","Limerick City","Age 65-69","Females","Number","1246"
"Population","2011","Limerick City","Age 65-69","Both Sexes","Number","2308"
"Population","2011","Limerick City","Age 70-74","Males","Number","956"
"Population","2011","Limerick City","Age 70-74","Females","Number","1080"
"Population","2011","Limerick City","Age 70-74","Both Sexes","Number","2036"
"Population","2011","Limerick City","Age 75-79","Males","Number","652"
"Population","2011","Limerick City","Age 75-79","Females","Number","869"
"Population","2011","Limerick City","Age 75-79","Both Sexes","Number","1521"
"Population","2011","Limerick City","Age 80-84","Males","Number","379"
"Population","2011","Limerick City","Age 80-84","Females","Number","613"
"Population","2011","Limerick City","Age 80-84","Both Sexes","Number","992"
"Population","2011","Limerick City","Age 85 and over","Males","Number","222"
"Population","2011","Limerick City","Age 85 and over","Females","Number","442"
"Population","2011","Limerick City","Age 85 and over","Both Sexes","Number","664"
"Population","2011","Limerick City","Total","Males","Number","27947"
"Population","2011","Limerick City","Total","Females","Number","29159"
"Population","2011","Limerick City","Total","Both Sexes","Number","57106"
"Population","2011","Limerick County","Age 0","Males","Number","1092"
"Population","2011","Limerick County","Age 0","Females","Number","1065"
"Population","2011","Limerick County","Age 0","Both Sexes","Number","2157"
"Population","2011","Limerick County","Age 1","Males","Number","1109"
"Population","2011","Limerick County","Age 1","Females","Number","1023"
"Population","2011","Limerick County","Age 1","Both Sexes","Number","2132"
"Population","2011","Limerick County","Age 2","Males","Number","1146"
"Population","2011","Limerick County","Age 2","Females","Number","1007"
"Population","2011","Limerick County","Age 2","Both Sexes","Number","2153"
"Population","2011","Limerick County","Age 3","Males","Number","1057"
"Population","2011","Limerick County","Age 3","Females","Number","1017"
"Population","2011","Limerick County","Age 3","Both Sexes","Number","2074"
"Population","2011","Limerick County","Age 4","Males","Number","1011"
"Population","2011","Limerick County","Age 4","Females","Number","948"
"Population","2011","Limerick County","Age 4","Both Sexes","Number","1959"
"Population","2011","Limerick County","Age 5","Males","Number","1039"
"Population","2011","Limerick County","Age 5","Females","Number","920"
"Population","2011","Limerick County","Age 5","Both Sexes","Number","1959"
"Population","2011","Limerick County","Age 6","Males","Number","1008"
"Population","2011","Limerick County","Age 6","Females","Number","874"
"Population","2011","Limerick County","Age 6","Both Sexes","Number","1882"
"Population","2011","Limerick County","Age 7","Males","Number","967"
"Population","2011","Limerick County","Age 7","Females","Number","901"
"Population","2011","Limerick County","Age 7","Both Sexes","Number","1868"
"Population","2011","Limerick County","Age 8","Males","Number","974"
"Population","2011","Limerick County","Age 8","Females","Number","946"
"Population","2011","Limerick County","Age 8","Both Sexes","Number","1920"
"Population","2011","Limerick County","Age 9","Males","Number","867"
"Population","2011","Limerick County","Age 9","Females","Number","876"
"Population","2011","Limerick County","Age 9","Both Sexes","Number","1743"
"Population","2011","Limerick County","Age 10","Males","Number","904"
"Population","2011","Limerick County","Age 10","Females","Number","884"
"Population","2011","Limerick County","Age 10","Both Sexes","Number","1788"
"Population","2011","Limerick County","Age 11","Males","Number","869"
"Population","2011","Limerick County","Age 11","Females","Number","878"
"Population","2011","Limerick County","Age 11","Both Sexes","Number","1747"
"Population","2011","Limerick County","Age 12","Males","Number","921"
"Population","2011","Limerick County","Age 12","Females","Number","888"
"Population","2011","Limerick County","Age 12","Both Sexes","Number","1809"
"Population","2011","Limerick County","Age 13","Males","Number","971"
"Population","2011","Limerick County","Age 13","Females","Number","848"
"Population","2011","Limerick County","Age 13","Both Sexes","Number","1819"
"Population","2011","Limerick County","Age 14","Males","Number","994"
"Population","2011","Limerick County","Age 14","Females","Number","829"
"Population","2011","Limerick County","Age 14","Both Sexes","Number","1823"
"Population","2011","Limerick County","Age 15","Males","Number","852"
"Population","2011","Limerick County","Age 15","Females","Number","836"
"Population","2011","Limerick County","Age 15","Both Sexes","Number","1688"
"Population","2011","Limerick County","Age 16","Males","Number","901"
"Population","2011","Limerick County","Age 16","Females","Number","817"
"Population","2011","Limerick County","Age 16","Both Sexes","Number","1718"
"Population","2011","Limerick County","Age 17","Males","Number","859"
"Population","2011","Limerick County","Age 17","Females","Number","808"
"Population","2011","Limerick County","Age 17","Both Sexes","Number","1667"
"Population","2011","Limerick County","Age 18","Males","Number","1020"
"Population","2011","Limerick County","Age 18","Females","Number","858"
"Population","2011","Limerick County","Age 18","Both Sexes","Number","1878"
"Population","2011","Limerick County","Age 19","Males","Number","1032"
"Population","2011","Limerick County","Age 19","Females","Number","942"
"Population","2011","Limerick County","Age 19","Both Sexes","Number","1974"
"Population","2011","Limerick County","Age 20-24","Males","Number","4717"
"Population","2011","Limerick County","Age 20-24","Females","Number","4353"
"Population","2011","Limerick County","Age 20-24","Both Sexes","Number","9070"
"Population","2011","Limerick County","Age 25-29","Males","Number","4733"
"Population","2011","Limerick County","Age 25-29","Females","Number","4989"
"Population","2011","Limerick County","Age 25-29","Both Sexes","Number","9722"
"Population","2011","Limerick County","Age 30-34","Males","Number","5480"
"Population","2011","Limerick County","Age 30-34","Females","Number","5472"
"Population","2011","Limerick County","Age 30-34","Both Sexes","Number","10952"
"Population","2011","Limerick County","Age 35-39","Males","Number","5295"
"Population","2011","Limerick County","Age 35-39","Females","Number","5115"
"Population","2011","Limerick County","Age 35-39","Both Sexes","Number","10410"
"Population","2011","Limerick County","Age 40-44","Males","Number","4844"
"Population","2011","Limerick County","Age 40-44","Females","Number","4698"
"Population","2011","Limerick County","Age 40-44","Both Sexes","Number","9542"
"Population","2011","Limerick County","Age 45-49","Males","Number","4374"
"Population","2011","Limerick County","Age 45-49","Females","Number","4400"
"Population","2011","Limerick County","Age 45-49","Both Sexes","Number","8774"
"Population","2011","Limerick County","Age 50-54","Males","Number","4156"
"Population","2011","Limerick County","Age 50-54","Females","Number","4077"
"Population","2011","Limerick County","Age 50-54","Both Sexes","Number","8233"
"Population","2011","Limerick County","Age 55-59","Males","Number","3903"
"Population","2011","Limerick County","Age 55-59","Females","Number","3718"
"Population","2011","Limerick County","Age 55-59","Both Sexes","Number","7621"
"Population","2011","Limerick County","Age 60-64","Males","Number","3464"
"Population","2011","Limerick County","Age 60-64","Females","Number","3365"
"Population","2011","Limerick County","Age 60-64","Both Sexes","Number","6829"
"Population","2011","Limerick County","Age 65-69","Males","Number","2708"
"Population","2011","Limerick County","Age 65-69","Females","Number","2677"
"Population","2011","Limerick County","Age 65-69","Both Sexes","Number","5385"
"Population","2011","Limerick County","Age 70-74","Males","Number","1931"
"Population","2011","Limerick County","Age 70-74","Females","Number","1940"
"Population","2011","Limerick County","Age 70-74","Both Sexes","Number","3871"
"Population","2011","Limerick County","Age 75-79","Males","Number","1382"
"Population","2011","Limerick County","Age 75-79","Females","Number","1490"
"Population","2011","Limerick County","Age 75-79","Both Sexes","Number","2872"
"Population","2011","Limerick County","Age 80-84","Males","Number","781"
"Population","2011","Limerick County","Age 80-84","Females","Number","1159"
"Population","2011","Limerick County","Age 80-84","Both Sexes","Number","1940"
"Population","2011","Limerick County","Age 85 and over","Males","Number","507"
"Population","2011","Limerick County","Age 85 and over","Females","Number","1217"
"Population","2011","Limerick County","Age 85 and over","Both Sexes","Number","1724"
"Population","2011","Limerick County","Total","Males","Number","67868"
"Population","2011","Limerick County","Total","Females","Number","66835"
"Population","2011","Limerick County","Total","Both Sexes","Number","134703"
"Population","2011","North Tipperary","Age 0","Males","Number","554"
"Population","2011","North Tipperary","Age 0","Females","Number","505"
"Population","2011","North Tipperary","Age 0","Both Sexes","Number","1059"
"Population","2011","North Tipperary","Age 1","Males","Number","552"
"Population","2011","North Tipperary","Age 1","Females","Number","528"
"Population","2011","North Tipperary","Age 1","Both Sexes","Number","1080"
"Population","2011","North Tipperary","Age 2","Males","Number","530"
"Population","2011","North Tipperary","Age 2","Females","Number","578"
"Population","2011","North Tipperary","Age 2","Both Sexes","Number","1108"
"Population","2011","North Tipperary","Age 3","Males","Number","563"
"Population","2011","North Tipperary","Age 3","Females","Number","550"
"Population","2011","North Tipperary","Age 3","Both Sexes","Number","1113"
"Population","2011","North Tipperary","Age 4","Males","Number","548"
"Population","2011","North Tipperary","Age 4","Females","Number","493"
"Population","2011","North Tipperary","Age 4","Both Sexes","Number","1041"
"Population","2011","North Tipperary","Age 5","Males","Number","525"
"Population","2011","North Tipperary","Age 5","Females","Number","491"
"Population","2011","North Tipperary","Age 5","Both Sexes","Number","1016"
"Population","2011","North Tipperary","Age 6","Males","Number","526"
"Population","2011","North Tipperary","Age 6","Females","Number","530"
"Population","2011","North Tipperary","Age 6","Both Sexes","Number","1056"
"Population","2011","North Tipperary","Age 7","Males","Number","528"
"Population","2011","North Tipperary","Age 7","Females","Number","483"
"Population","2011","North Tipperary","Age 7","Both Sexes","Number","1011"
"Population","2011","North Tipperary","Age 8","Males","Number","514"
"Population","2011","North Tipperary","Age 8","Females","Number","481"
"Population","2011","North Tipperary","Age 8","Both Sexes","Number","995"
"Population","2011","North Tipperary","Age 9","Males","Number","494"
"Population","2011","North Tipperary","Age 9","Females","Number","502"
"Population","2011","North Tipperary","Age 9","Both Sexes","Number","996"
"Population","2011","North Tipperary","Age 10","Males","Number","563"
"Population","2011","North Tipperary","Age 10","Females","Number","516"
"Population","2011","North Tipperary","Age 10","Both Sexes","Number","1079"
"Population","2011","North Tipperary","Age 11","Males","Number","507"
"Population","2011","North Tipperary","Age 11","Females","Number","510"
"Population","2011","North Tipperary","Age 11","Both Sexes","Number","1017"
"Population","2011","North Tipperary","Age 12","Males","Number","496"
"Population","2011","North Tipperary","Age 12","Females","Number","474"
"Population","2011","North Tipperary","Age 12","Both Sexes","Number","970"
"Population","2011","North Tipperary","Age 13","Males","Number","502"
"Population","2011","North Tipperary","Age 13","Females","Number","476"
"Population","2011","North Tipperary","Age 13","Both Sexes","Number","978"
"Population","2011","North Tipperary","Age 14","Males","Number","497"
"Population","2011","North Tipperary","Age 14","Females","Number","485"
"Population","2011","North Tipperary","Age 14","Both Sexes","Number","982"
"Population","2011","North Tipperary","Age 15","Males","Number","511"
"Population","2011","North Tipperary","Age 15","Females","Number","465"
"Population","2011","North Tipperary","Age 15","Both Sexes","Number","976"
"Population","2011","North Tipperary","Age 16","Males","Number","462"
"Population","2011","North Tipperary","Age 16","Females","Number","427"
"Population","2011","North Tipperary","Age 16","Both Sexes","Number","889"
"Population","2011","North Tipperary","Age 17","Males","Number","439"
"Population","2011","North Tipperary","Age 17","Females","Number","451"
"Population","2011","North Tipperary","Age 17","Both Sexes","Number","890"
"Population","2011","North Tipperary","Age 18","Males","Number","429"
"Population","2011","North Tipperary","Age 18","Females","Number","407"
"Population","2011","North Tipperary","Age 18","Both Sexes","Number","836"
"Population","2011","North Tipperary","Age 19","Males","Number","406"
"Population","2011","North Tipperary","Age 19","Females","Number","382"
"Population","2011","North Tipperary","Age 19","Both Sexes","Number","788"
"Population","2011","North Tipperary","Age 20-24","Males","Number","1898"
"Population","2011","North Tipperary","Age 20-24","Females","Number","1829"
"Population","2011","North Tipperary","Age 20-24","Both Sexes","Number","3727"
"Population","2011","North Tipperary","Age 25-29","Males","Number","2273"
"Population","2011","North Tipperary","Age 25-29","Females","Number","2286"
"Population","2011","North Tipperary","Age 25-29","Both Sexes","Number","4559"
"Population","2011","North Tipperary","Age 30-34","Males","Number","2604"
"Population","2011","North Tipperary","Age 30-34","Females","Number","2542"
"Population","2011","North Tipperary","Age 30-34","Both Sexes","Number","5146"
"Population","2011","North Tipperary","Age 35-39","Males","Number","2735"
"Population","2011","North Tipperary","Age 35-39","Females","Number","2655"
"Population","2011","North Tipperary","Age 35-39","Both Sexes","Number","5390"
"Population","2011","North Tipperary","Age 40-44","Males","Number","2563"
"Population","2011","North Tipperary","Age 40-44","Females","Number","2577"
"Population","2011","North Tipperary","Age 40-44","Both Sexes","Number","5140"
"Population","2011","North Tipperary","Age 45-49","Males","Number","2517"
"Population","2011","North Tipperary","Age 45-49","Females","Number","2353"
"Population","2011","North Tipperary","Age 45-49","Both Sexes","Number","4870"
"Population","2011","North Tipperary","Age 50-54","Males","Number","2305"
"Population","2011","North Tipperary","Age 50-54","Females","Number","2105"
"Population","2011","North Tipperary","Age 50-54","Both Sexes","Number","4410"
"Population","2011","North Tipperary","Age 55-59","Males","Number","2088"
"Population","2011","North Tipperary","Age 55-59","Females","Number","2013"
"Population","2011","North Tipperary","Age 55-59","Both Sexes","Number","4101"
"Population","2011","North Tipperary","Age 60-64","Males","Number","1892"
"Population","2011","North Tipperary","Age 60-64","Females","Number","1785"
"Population","2011","North Tipperary","Age 60-64","Both Sexes","Number","3677"
"Population","2011","North Tipperary","Age 65-69","Males","Number","1463"
"Population","2011","North Tipperary","Age 65-69","Females","Number","1521"
"Population","2011","North Tipperary","Age 65-69","Both Sexes","Number","2984"
"Population","2011","North Tipperary","Age 70-74","Males","Number","1073"
"Population","2011","North Tipperary","Age 70-74","Females","Number","1074"
"Population","2011","North Tipperary","Age 70-74","Both Sexes","Number","2147"
"Population","2011","North Tipperary","Age 75-79","Males","Number","896"
"Population","2011","North Tipperary","Age 75-79","Females","Number","1037"
"Population","2011","North Tipperary","Age 75-79","Both Sexes","Number","1933"
"Population","2011","North Tipperary","Age 80-84","Males","Number","553"
"Population","2011","North Tipperary","Age 80-84","Females","Number","783"
"Population","2011","North Tipperary","Age 80-84","Both Sexes","Number","1336"
"Population","2011","North Tipperary","Age 85 and over","Males","Number","334"
"Population","2011","North Tipperary","Age 85 and over","Females","Number","688"
"Population","2011","North Tipperary","Age 85 and over","Both Sexes","Number","1022"
"Population","2011","North Tipperary","Total","Males","Number","35340"
"Population","2011","North Tipperary","Total","Females","Number","34982"
"Population","2011","North Tipperary","Total","Both Sexes","Number","70322"
"Population","2011","South Tipperary","Age 0","Males","Number","655"
"Population","2011","South Tipperary","Age 0","Females","Number","600"
"Population","2011","South Tipperary","Age 0","Both Sexes","Number","1255"
"Population","2011","South Tipperary","Age 1","Males","Number","736"
"Population","2011","South Tipperary","Age 1","Females","Number","645"
"Population","2011","South Tipperary","Age 1","Both Sexes","Number","1381"
"Population","2011","South Tipperary","Age 2","Males","Number","719"
"Population","2011","South Tipperary","Age 2","Females","Number","633"
"Population","2011","South Tipperary","Age 2","Both Sexes","Number","1352"
"Population","2011","South Tipperary","Age 3","Males","Number","641"
"Population","2011","South Tipperary","Age 3","Females","Number","639"
"Population","2011","South Tipperary","Age 3","Both Sexes","Number","1280"
"Population","2011","South Tipperary","Age 4","Males","Number","638"
"Population","2011","South Tipperary","Age 4","Females","Number","640"
"Population","2011","South Tipperary","Age 4","Both Sexes","Number","1278"
"Population","2011","South Tipperary","Age 5","Males","Number","619"
"Population","2011","South Tipperary","Age 5","Females","Number","636"
"Population","2011","South Tipperary","Age 5","Both Sexes","Number","1255"
"Population","2011","South Tipperary","Age 6","Males","Number","681"
"Population","2011","South Tipperary","Age 6","Females","Number","640"
"Population","2011","South Tipperary","Age 6","Both Sexes","Number","1321"
"Population","2011","South Tipperary","Age 7","Males","Number","607"
"Population","2011","South Tipperary","Age 7","Females","Number","604"
"Population","2011","South Tipperary","Age 7","Both Sexes","Number","1211"
"Population","2011","South Tipperary","Age 8","Males","Number","572"
"Population","2011","South Tipperary","Age 8","Females","Number","564"
"Population","2011","South Tipperary","Age 8","Both Sexes","Number","1136"
"Population","2011","South Tipperary","Age 9","Males","Number","609"
"Population","2011","South Tipperary","Age 9","Females","Number","606"
"Population","2011","South Tipperary","Age 9","Both Sexes","Number","1215"
"Population","2011","South Tipperary","Age 10","Males","Number","672"
"Population","2011","South Tipperary","Age 10","Females","Number","572"
"Population","2011","South Tipperary","Age 10","Both Sexes","Number","1244"
"Population","2011","South Tipperary","Age 11","Males","Number","643"
"Population","2011","South Tipperary","Age 11","Females","Number","581"
"Population","2011","South Tipperary","Age 11","Both Sexes","Number","1224"
"Population","2011","South Tipperary","Age 12","Males","Number","628"
"Population","2011","South Tipperary","Age 12","Females","Number","592"
"Population","2011","South Tipperary","Age 12","Both Sexes","Number","1220"
"Population","2011","South Tipperary","Age 13","Males","Number","648"
"Population","2011","South Tipperary","Age 13","Females","Number","644"
"Population","2011","South Tipperary","Age 13","Both Sexes","Number","1292"
"Population","2011","South Tipperary","Age 14","Males","Number","629"
"Population","2011","South Tipperary","Age 14","Females","Number","592"
"Population","2011","South Tipperary","Age 14","Both Sexes","Number","1221"
"Population","2011","South Tipperary","Age 15","Males","Number","595"
"Population","2011","South Tipperary","Age 15","Females","Number","600"
"Population","2011","South Tipperary","Age 15","Both Sexes","Number","1195"
"Population","2011","South Tipperary","Age 16","Males","Number","612"
"Population","2011","South Tipperary","Age 16","Females","Number","595"
"Population","2011","South Tipperary","Age 16","Both Sexes","Number","1207"
"Population","2011","South Tipperary","Age 17","Males","Number","646"
"Population","2011","South Tipperary","Age 17","Females","Number","571"
"Population","2011","South Tipperary","Age 17","Both Sexes","Number","1217"
"Population","2011","South Tipperary","Age 18","Males","Number","588"
"Population","2011","South Tipperary","Age 18","Females","Number","482"
"Population","2011","South Tipperary","Age 18","Both Sexes","Number","1070"
"Population","2011","South Tipperary","Age 19","Males","Number","480"
"Population","2011","South Tipperary","Age 19","Females","Number","443"
"Population","2011","South Tipperary","Age 19","Both Sexes","Number","923"
"Population","2011","South Tipperary","Age 20-24","Males","Number","2454"
"Population","2011","South Tipperary","Age 20-24","Females","Number","2503"
"Population","2011","South Tipperary","Age 20-24","Both Sexes","Number","4957"
"Population","2011","South Tipperary","Age 25-29","Males","Number","2871"
"Population","2011","South Tipperary","Age 25-29","Females","Number","3171"
"Population","2011","South Tipperary","Age 25-29","Both Sexes","Number","6042"
"Population","2011","South Tipperary","Age 30-34","Males","Number","3345"
"Population","2011","South Tipperary","Age 30-34","Females","Number","3300"
"Population","2011","South Tipperary","Age 30-34","Both Sexes","Number","6645"
"Population","2011","South Tipperary","Age 35-39","Males","Number","3268"
"Population","2011","South Tipperary","Age 35-39","Females","Number","3218"
"Population","2011","South Tipperary","Age 35-39","Both Sexes","Number","6486"
"Population","2011","South Tipperary","Age 40-44","Males","Number","3171"
"Population","2011","South Tipperary","Age 40-44","Females","Number","3119"
"Population","2011","South Tipperary","Age 40-44","Both Sexes","Number","6290"
"Population","2011","South Tipperary","Age 45-49","Males","Number","3100"
"Population","2011","South Tipperary","Age 45-49","Females","Number","3060"
"Population","2011","South Tipperary","Age 45-49","Both Sexes","Number","6160"
"Population","2011","South Tipperary","Age 50-54","Males","Number","2881"
"Population","2011","South Tipperary","Age 50-54","Females","Number","2815"
"Population","2011","South Tipperary","Age 50-54","Both Sexes","Number","5696"
"Population","2011","South Tipperary","Age 55-59","Males","Number","2654"
"Population","2011","South Tipperary","Age 55-59","Females","Number","2503"
"Population","2011","South Tipperary","Age 55-59","Both Sexes","Number","5157"
"Population","2011","South Tipperary","Age 60-64","Males","Number","2381"
"Population","2011","South Tipperary","Age 60-64","Females","Number","2347"
"Population","2011","South Tipperary","Age 60-64","Both Sexes","Number","4728"
"Population","2011","South Tipperary","Age 65-69","Males","Number","1867"
"Population","2011","South Tipperary","Age 65-69","Females","Number","1809"
"Population","2011","South Tipperary","Age 65-69","Both Sexes","Number","3676"
"Population","2011","South Tipperary","Age 70-74","Males","Number","1438"
"Population","2011","South Tipperary","Age 70-74","Females","Number","1468"
"Population","2011","South Tipperary","Age 70-74","Both Sexes","Number","2906"
"Population","2011","South Tipperary","Age 75-79","Males","Number","1054"
"Population","2011","South Tipperary","Age 75-79","Females","Number","1189"
"Population","2011","South Tipperary","Age 75-79","Both Sexes","Number","2243"
"Population","2011","South Tipperary","Age 80-84","Males","Number","707"
"Population","2011","South Tipperary","Age 80-84","Females","Number","914"
"Population","2011","South Tipperary","Age 80-84","Both Sexes","Number","1621"
"Population","2011","South Tipperary","Age 85 and over","Males","Number","435"
"Population","2011","South Tipperary","Age 85 and over","Females","Number","893"
"Population","2011","South Tipperary","Age 85 and over","Both Sexes","Number","1328"
"Population","2011","South Tipperary","Total","Males","Number","44244"
"Population","2011","South Tipperary","Total","Females","Number","44188"
"Population","2011","South Tipperary","Total","Both Sexes","Number","88432"
"Population","2011","Waterford City","Age 0","Males","Number","338"
"Population","2011","Waterford City","Age 0","Females","Number","354"
"Population","2011","Waterford City","Age 0","Both Sexes","Number","692"
"Population","2011","Waterford City","Age 1","Males","Number","353"
"Population","2011","Waterford City","Age 1","Females","Number","335"
"Population","2011","Waterford City","Age 1","Both Sexes","Number","688"
