"Statistic Label","Census Year","Administrative Counties 2019","Age","Sex","UNIT","VALUE"
"Population","2022","Wicklow County Council","Age 40-44","Males","Number","6178"
"Population","2022","Wicklow County Council","Age 40-44","Females","Number","6822"
"Population","2022","Wicklow County Council","Age 40-44","Both Sexes","Number","13000"
"Population","2022","Wicklow County Council","Age 45-49","Males","Number","5959"
"Population","2022","Wicklow County Council","Age 45-49","Females","Number","6150"
"Population","2022","Wicklow County Council","Age 45-49","Both Sexes","Number","12109"
"Population","2022","Wicklow County Council","Age 50-54","Males","Number","5399"
"Population","2022","Wicklow County Council","Age 50-54","Females","Number","5528"
"Population","2022","Wicklow County Council","Age 50-54","Both Sexes","Number","10927"
"Population","2022","Wicklow County Council","Age 55-59","Males","Number","4841"
"Population","2022","Wicklow County Council","Age 55-59","Females","Number","5086"
"Population","2022","Wicklow County Council","Age 55-59","Both Sexes","Number","9927"
"Population","2022","Wicklow County Council","Age 60-64","Males","Number","4267"
"Population","2022","Wicklow County Council","Age 60-64","Females","Number","4433"
"Population","2022","Wicklow County Council","Age 60-64","Both Sexes","Number","8700"
"Population","2022","Wicklow County Council","Age 65-69","Males","Number","3524"
"Population","2022","Wicklow County Council","Age 65-69","Females","Number","3753"
"Population","2022","Wicklow County Council","Age 65-69","Both Sexes","Number","7277"
"Population","2022","Wicklow County Council","Age 70-74","Males","Number","3053"
"Population","2022","Wicklow County Council","Age 70-74","Females","Number","3211"
"Population","2022","Wicklow County Council","Age 70-74","Both Sexes","Number","6264"
"Population","2022","Wicklow County Council","Age 75-79","Males","Number","2374"
"Population","2022","Wicklow County Council","Age 75-79","Females","Number","2509"
"Population","2022","Wicklow County Council","Age 75-79","Both Sexes","Number","4883"
"Population","2022","Wicklow County Council","Age 80-84","Males","Number","1336"
"Population","2022","Wicklow County Council","Age 80-84","Females","Number","1557"
"Population","2022","Wicklow County Council","Age 80-84","Both Sexes","Number","2893"
"Population","2022","Wicklow County Council","Age 85 and over","Males","Number","902"
"Population","2022","Wicklow County Council","Age 85 and over","Females","Number","1442"
"Population","2022","Wicklow County Council","Age 85 and over","Both Sexes","Number","2344"
"Population","2022","Wicklow County Council","Total","Males","Number","76564"
"Population","2022","Wicklow County Council","Total","Females","Number","79287"
"Population","2022","Wicklow County Council","Total","Both Sexes","Number","155851"
"Population","2022","Clare County Council","Age 0-4","Males","Number","3533"
"Population","2022","Clare County Council","Age 0-4","Females","Number","3650"
"Population","2022","Clare County Council","Age 0-4","Both Sexes","Number","7183"
"Population","2022","Clare County Council","Age 5-9","Males","Number","4348"
"Population","2022","Clare County Council","Age 5-9","Females","Number","4067"
"Population","2022","Clare County Council","Age 5-9","Both Sexes","Number","8415"
"Population","2022","Clare County Council","Age 10-14","Males","Number","4720"
"Population","2022","Clare County Council","Age 10-14","Females","Number","4680"
"Population","2022","Clare County Council","Age 10-14","Both Sexes","Number","9400"
"Population","2022","Clare County Council","Age 15-19","Males","Number","4527"
"Population","2022","Clare County Council","Age 15-19","Females","Number","4395"
"Population","2022","Clare County Council","Age 15-19","Both Sexes","Number","8922"
"Population","2022","Clare County Council","Age 20-24","Males","Number","3539"
"Population","2022","Clare County Council","Age 20-24","Females","Number","3419"
"Population","2022","Clare County Council","Age 20-24","Both Sexes","Number","6958"
"Population","2022","Clare County Council","Age 25-29","Males","Number","2991"
"Population","2022","Clare County Council","Age 25-29","Females","Number","3001"
"Population","2022","Clare County Council","Age 25-29","Both Sexes","Number","5992"
"Population","2022","Clare County Council","Age 30-34","Males","Number","3204"
"Population","2022","Clare County Council","Age 30-34","Females","Number","3459"
"Population","2022","Clare County Council","Age 30-34","Both Sexes","Number","6663"
"Population","2022","Clare County Council","Age 35-39","Males","Number","3974"
"Population","2022","Clare County Council","Age 35-39","Females","Number","4438"
"Population","2022","Clare County Council","Age 35-39","Both Sexes","Number","8412"
"Population","2022","Clare County Council","Age 40-44","Males","Number","4578"
"Population","2022","Clare County Council","Age 40-44","Females","Number","5092"
"Population","2022","Clare County Council","Age 40-44","Both Sexes","Number","9670"
"Population","2022","Clare County Council","Age 45-49","Males","Number","4619"
"Population","2022","Clare County Council","Age 45-49","Females","Number","4847"
"Population","2022","Clare County Council","Age 45-49","Both Sexes","Number","9466"
"Population","2022","Clare County Council","Age 50-54","Males","Number","4504"
"Population","2022","Clare County Council","Age 50-54","Females","Number","4710"
"Population","2022","Clare County Council","Age 50-54","Both Sexes","Number","9214"
"Population","2022","Clare County Council","Age 55-59","Males","Number","4157"
"Population","2022","Clare County Council","Age 55-59","Females","Number","4297"
"Population","2022","Clare County Council","Age 55-59","Both Sexes","Number","8454"
"Population","2022","Clare County Council","Age 60-64","Males","Number","3787"
"Population","2022","Clare County Council","Age 60-64","Females","Number","3745"
"Population","2022","Clare County Council","Age 60-64","Both Sexes","Number","7532"
"Population","2022","Clare County Council","Age 65-69","Males","Number","3320"
"Population","2022","Clare County Council","Age 65-69","Females","Number","3307"
"Population","2022","Clare County Council","Age 65-69","Both Sexes","Number","6627"
"Population","2022","Clare County Council","Age 70-74","Males","Number","2887"
"Population","2022","Clare County Council","Age 70-74","Females","Number","2964"
"Population","2022","Clare County Council","Age 70-74","Both Sexes","Number","5851"
"Population","2022","Clare County Council","Age 75-79","Males","Number","2157"
"Population","2022","Clare County Council","Age 75-79","Females","Number","2257"
"Population","2022","Clare County Council","Age 75-79","Both Sexes","Number","4414"
"Population","2022","Clare County Council","Age 80-84","Males","Number","1214"
"Population","2022","Clare County Council","Age 80-84","Females","Number","1359"
"Population","2022","Clare County Council","Age 80-84","Both Sexes","Number","2573"
"Population","2022","Clare County Council","Age 85 and over","Males","Number","858"
"Population","2022","Clare County Council","Age 85 and over","Females","Number","1334"
"Population","2022","Clare County Council","Age 85 and over","Both Sexes","Number","2192"
"Population","2022","Clare County Council","Total","Males","Number","62917"
"Population","2022","Clare County Council","Total","Females","Number","65021"
"Population","2022","Clare County Council","Total","Both Sexes","Number","127938"
"Population","2022","Cork City Council","Age 0-4","Males","Number","5781"
"Population","2022","Cork City Council","Age 0-4","Females","Number","5629"
"Population","2022","Cork City Council","Age 0-4","Both Sexes","Number","11410"
"Population","2022","Cork City Council","Age 5-9","Males","Number","6429"
"Population","2022","Cork City Council","Age 5-9","Females","Number","6126"
"Population","2022","Cork City Council","Age 5-9","Both Sexes","Number","12555"
"Population","2022","Cork City Council","Age 10-14","Males","Number","6607"
"Population","2022","Cork City Council","Age 10-14","Females","Number","6493"
"Population","2022","Cork City Council","Age 10-14","Both Sexes","Number","13100"
"Population","2022","Cork City Council","Age 15-19","Males","Number","6801"
"Population","2022","Cork City Council","Age 15-19","Females","Number","6671"
"Population","2022","Cork City Council","Age 15-19","Both Sexes","Number","13472"
"Population","2022","Cork City Council","Age 20-24","Males","Number","8569"
"Population","2022","Cork City Council","Age 20-24","Females","Number","9084"
"Population","2022","Cork City Council","Age 20-24","Both Sexes","Number","17653"
"Population","2022","Cork City Council","Age 25-29","Males","Number","8667"
"Population","2022","Cork City Council","Age 25-29","Females","Number","8624"
"Population","2022","Cork City Council","Age 25-29","Both Sexes","Number","17291"
"Population","2022","Cork City Council","Age 30-34","Males","Number","8466"
"Population","2022","Cork City Council","Age 30-34","Females","Number","8864"
"Population","2022","Cork City Council","Age 30-34","Both Sexes","Number","17330"
"Population","2022","Cork City Council","Age 35-39","Males","Number","8596"
"Population","2022","Cork City Council","Age 35-39","Females","Number","9007"
"Population","2022","Cork City Council","Age 35-39","Both Sexes","Number","17603"
"Population","2022","Cork City Council","Age 40-44","Males","Number","8397"
"Population","2022","Cork City Council","Age 40-44","Females","Number","8618"
"Population","2022","Cork City Council","Age 40-44","Both Sexes","Number","17015"
"Population","2022","Cork City Council","Age 45-49","Males","Number","7376"
"Population","2022","Cork City Council","Age 45-49","Females","Number","7359"
"Population","2022","Cork City Council","Age 45-49","Both Sexes","Number","14735"
"Population","2022","Cork City Council","Age 50-54","Males","Number","6704"
"Population","2022","Cork City Council","Age 50-54","Females","Number","6813"
"Population","2022","Cork City Council","Age 50-54","Both Sexes","Number","13517"
"Population","2022","Cork City Council","Age 55-59","Males","Number","6448"
"Population","2022","Cork City Council","Age 55-59","Females","Number","6694"
"Population","2022","Cork City Council","Age 55-59","Both Sexes","Number","13142"
"Population","2022","Cork City Council","Age 60-64","Males","Number","5714"
"Population","2022","Cork City Council","Age 60-64","Females","Number","6195"
"Population","2022","Cork City Council","Age 60-64","Both Sexes","Number","11909"
"Population","2022","Cork City Council","Age 65-69","Males","Number","4726"
"Population","2022","Cork City Council","Age 65-69","Females","Number","4988"
"Population","2022","Cork City Council","Age 65-69","Both Sexes","Number","9714"
"Population","2022","Cork City Council","Age 70-74","Males","Number","4019"
"Population","2022","Cork City Council","Age 70-74","Females","Number","4385"
"Population","2022","Cork City Council","Age 70-74","Both Sexes","Number","8404"
"Population","2022","Cork City Council","Age 75-79","Males","Number","3085"
"Population","2022","Cork City Council","Age 75-79","Females","Number","3613"
"Population","2022","Cork City Council","Age 75-79","Both Sexes","Number","6698"
"Population","2022","Cork City Council","Age 80-84","Males","Number","1971"
"Population","2022","Cork City Council","Age 80-84","Females","Number","2632"
"Population","2022","Cork City Council","Age 80-84","Both Sexes","Number","4603"
"Population","2022","Cork City Council","Age 85 and over","Males","Number","1380"
"Population","2022","Cork City Council","Age 85 and over","Females","Number","2473"
"Population","2022","Cork City Council","Age 85 and over","Both Sexes","Number","3853"
"Population","2022","Cork City Council","Total","Males","Number","109736"
"Population","2022","Cork City Council","Total","Females","Number","114268"
"Population","2022","Cork City Council","Total","Both Sexes","Number","224004"
"Population","2022","Cork County Council","Age 0-4","Males","Number","11007"
"Population","2022","Cork County Council","Age 0-4","Females","Number","10645"
"Population","2022","Cork County Council","Age 0-4","Both Sexes","Number","21652"
"Population","2022","Cork County Council","Age 5-9","Males","Number","13368"
"Population","2022","Cork County Council","Age 5-9","Females","Number","12710"
"Population","2022","Cork County Council","Age 5-9","Both Sexes","Number","26078"
"Population","2022","Cork County Council","Age 10-14","Males","Number","14663"
"Population","2022","Cork County Council","Age 10-14","Females","Number","14209"
"Population","2022","Cork County Council","Age 10-14","Both Sexes","Number","28872"
"Population","2022","Cork County Council","Age 15-19","Males","Number","12780"
"Population","2022","Cork County Council","Age 15-19","Females","Number","11936"
"Population","2022","Cork County Council","Age 15-19","Both Sexes","Number","24716"
"Population","2022","Cork County Council","Age 20-24","Males","Number","9196"
"Population","2022","Cork County Council","Age 20-24","Females","Number","8365"
"Population","2022","Cork County Council","Age 20-24","Both Sexes","Number","17561"
"Population","2022","Cork County Council","Age 25-29","Males","Number","7745"
"Population","2022","Cork County Council","Age 25-29","Females","Number","7774"
"Population","2022","Cork County Council","Age 25-29","Both Sexes","Number","15519"
"Population","2022","Cork County Council","Age 30-34","Males","Number","9136"
"Population","2022","Cork County Council","Age 30-34","Females","Number","10132"
"Population","2022","Cork County Council","Age 30-34","Both Sexes","Number","19268"
"Population","2022","Cork County Council","Age 35-39","Males","Number","11826"
"Population","2022","Cork County Council","Age 35-39","Females","Number","13355"
"Population","2022","Cork County Council","Age 35-39","Both Sexes","Number","25181"
"Population","2022","Cork County Council","Age 40-44","Males","Number","14214"
"Population","2022","Cork County Council","Age 40-44","Females","Number","15271"
"Population","2022","Cork County Council","Age 40-44","Both Sexes","Number","29485"
"Population","2022","Cork County Council","Age 45-49","Males","Number","13961"
"Population","2022","Cork County Council","Age 45-49","Females","Number","14069"
"Population","2022","Cork County Council","Age 45-49","Both Sexes","Number","28030"
"Population","2022","Cork County Council","Age 50-54","Males","Number","12724"
"Population","2022","Cork County Council","Age 50-54","Females","Number","12517"
"Population","2022","Cork County Council","Age 50-54","Both Sexes","Number","25241"
"Population","2022","Cork County Council","Age 55-59","Males","Number","11553"
"Population","2022","Cork County Council","Age 55-59","Females","Number","11164"
"Population","2022","Cork County Council","Age 55-59","Both Sexes","Number","22717"
"Population","2022","Cork County Council","Age 60-64","Males","Number","9987"
"Population","2022","Cork County Council","Age 60-64","Females","Number","9656"
"Population","2022","Cork County Council","Age 60-64","Both Sexes","Number","19643"
"Population","2022","Cork County Council","Age 65-69","Males","Number","8758"
"Population","2022","Cork County Council","Age 65-69","Females","Number","8678"
"Population","2022","Cork County Council","Age 65-69","Both Sexes","Number","17436"
"Population","2022","Cork County Council","Age 70-74","Males","Number","7452"
"Population","2022","Cork County Council","Age 70-74","Females","Number","7425"
"Population","2022","Cork County Council","Age 70-74","Both Sexes","Number","14877"
"Population","2022","Cork County Council","Age 75-79","Males","Number","5389"
"Population","2022","Cork County Council","Age 75-79","Females","Number","5765"
"Population","2022","Cork County Council","Age 75-79","Both Sexes","Number","11154"
"Population","2022","Cork County Council","Age 80-84","Males","Number","3035"
"Population","2022","Cork County Council","Age 80-84","Females","Number","3658"
"Population","2022","Cork County Council","Age 80-84","Both Sexes","Number","6693"
"Population","2022","Cork County Council","Age 85 and over","Males","Number","2315"
"Population","2022","Cork County Council","Age 85 and over","Females","Number","3714"
"Population","2022","Cork County Council","Age 85 and over","Both Sexes","Number","6029"
"Population","2022","Cork County Council","Total","Males","Number","179109"
"Population","2022","Cork County Council","Total","Females","Number","181043"
"Population","2022","Cork County Council","Total","Both Sexes","Number","360152"
"Population","2022","Kerry County Council","Age 0-4","Males","Number","4224"
"Population","2022","Kerry County Council","Age 0-4","Females","Number","4076"
"Population","2022","Kerry County Council","Age 0-4","Both Sexes","Number","8300"
"Population","2022","Kerry County Council","Age 5-9","Males","Number","4922"
"Population","2022","Kerry County Council","Age 5-9","Females","Number","4703"
"Population","2022","Kerry County Council","Age 5-9","Both Sexes","Number","9625"
"Population","2022","Kerry County Council","Age 10-14","Males","Number","5459"
"Population","2022","Kerry County Council","Age 10-14","Females","Number","5372"
"Population","2022","Kerry County Council","Age 10-14","Both Sexes","Number","10831"
"Population","2022","Kerry County Council","Age 15-19","Males","Number","5002"
"Population","2022","Kerry County Council","Age 15-19","Females","Number","4842"
"Population","2022","Kerry County Council","Age 15-19","Both Sexes","Number","9844"
"Population","2022","Kerry County Council","Age 20-24","Males","Number","3937"
"Population","2022","Kerry County Council","Age 20-24","Females","Number","3846"
"Population","2022","Kerry County Council","Age 20-24","Both Sexes","Number","7783"
"Population","2022","Kerry County Council","Age 25-29","Males","Number","3551"
"Population","2022","Kerry County Council","Age 25-29","Females","Number","3496"
"Population","2022","Kerry County Council","Age 25-29","Both Sexes","Number","7047"
"Population","2022","Kerry County Council","Age 30-34","Males","Number","3990"
"Population","2022","Kerry County Council","Age 30-34","Females","Number","4281"
"Population","2022","Kerry County Council","Age 30-34","Both Sexes","Number","8271"
"Population","2022","Kerry County Council","Age 35-39","Males","Number","4855"
"Population","2022","Kerry County Council","Age 35-39","Females","Number","5605"
"Population","2022","Kerry County Council","Age 35-39","Both Sexes","Number","10460"
"Population","2022","Kerry County Council","Age 40-44","Males","Number","5825"
"Population","2022","Kerry County Council","Age 40-44","Females","Number","6162"
"Population","2022","Kerry County Council","Age 40-44","Both Sexes","Number","11987"
"Population","2022","Kerry County Council","Age 45-49","Males","Number","5625"
"Population","2022","Kerry County Council","Age 45-49","Females","Number","5720"
"Population","2022","Kerry County Council","Age 45-49","Both Sexes","Number","11345"
"Population","2022","Kerry County Council","Age 50-54","Males","Number","5583"
"Population","2022","Kerry County Council","Age 50-54","Females","Number","5451"
"Population","2022","Kerry County Council","Age 50-54","Both Sexes","Number","11034"
"Population","2022","Kerry County Council","Age 55-59","Males","Number","5147"
"Population","2022","Kerry County Council","Age 55-59","Females","Number","5262"
"Population","2022","Kerry County Council","Age 55-59","Both Sexes","Number","10409"
"Population","2022","Kerry County Council","Age 60-64","Males","Number","4936"
"Population","2022","Kerry County Council","Age 60-64","Females","Number","5019"
"Population","2022","Kerry County Council","Age 60-64","Both Sexes","Number","9955"
"Population","2022","Kerry County Council","Age 65-69","Males","Number","4547"
"Population","2022","Kerry County Council","Age 65-69","Females","Number","4552"
"Population","2022","Kerry County Council","Age 65-69","Both Sexes","Number","9099"
"Population","2022","Kerry County Council","Age 70-74","Males","Number","4019"
"Population","2022","Kerry County Council","Age 70-74","Females","Number","3904"
"Population","2022","Kerry County Council","Age 70-74","Both Sexes","Number","7923"
"Population","2022","Kerry County Council","Age 75-79","Males","Number","3004"
"Population","2022","Kerry County Council","Age 75-79","Females","Number","3048"
"Population","2022","Kerry County Council","Age 75-79","Both Sexes","Number","6052"
"Population","2022","Kerry County Council","Age 80-84","Males","Number","1653"
"Population","2022","Kerry County Council","Age 80-84","Females","Number","1928"
"Population","2022","Kerry County Council","Age 80-84","Both Sexes","Number","3581"
"Population","2022","Kerry County Council","Age 85 and over","Males","Number","1108"
"Population","2022","Kerry County Council","Age 85 and over","Females","Number","1804"
"Population","2022","Kerry County Council","Age 85 and over","Both Sexes","Number","2912"
"Population","2022","Kerry County Council","Total","Males","Number","77387"
"Population","2022","Kerry County Council","Total","Females","Number","79071"
"Population","2022","Kerry County Council","Total","Both Sexes","Number","156458"
"Population","2022","Limerick City & County Council","Age 0-4","Males","Number","5940"
"Population","2022","Limerick City & County Council","Age 0-4","Females","Number","5652"
"Population","2022","Limerick City & County Council","Age 0-4","Both Sexes","Number","11592"
"Population","2022","Limerick City & County Council","Age 5-9","Males","Number","6800"
"Population","2022","Limerick City & County Council","Age 5-9","Females","Number","6503"
"Population","2022","Limerick City & County Council","Age 5-9","Both Sexes","Number","13303"
"Population","2022","Limerick City & County Council","Age 10-14","Males","Number","7458"
"Population","2022","Limerick City & County Council","Age 10-14","Females","Number","7121"
"Population","2022","Limerick City & County Council","Age 10-14","Both Sexes","Number","14579"
"Population","2022","Limerick City & County Council","Age 15-19","Males","Number","7099"
"Population","2022","Limerick City & County Council","Age 15-19","Females","Number","6577"
"Population","2022","Limerick City & County Council","Age 15-19","Both Sexes","Number","13676"
"Population","2022","Limerick City & County Council","Age 20-24","Males","Number","6955"
"Population","2022","Limerick City & County Council","Age 20-24","Females","Number","6727"
"Population","2022","Limerick City & County Council","Age 20-24","Both Sexes","Number","13682"
"Population","2022","Limerick City & County Council","Age 25-29","Males","Number","6222"
"Population","2022","Limerick City & County Council","Age 25-29","Females","Number","6291"
"Population","2022","Limerick City & County Council","Age 25-29","Both Sexes","Number","12513"
"Population","2022","Limerick City & County Council","Age 30-34","Males","Number","6395"
"Population","2022","Limerick City & County Council","Age 30-34","Females","Number","6675"
"Population","2022","Limerick City & County Council","Age 30-34","Both Sexes","Number","13070"
"Population","2022","Limerick City & County Council","Age 35-39","Males","Number","7352"
"Population","2022","Limerick City & County Council","Age 35-39","Females","Number","7900"
"Population","2022","Limerick City & County Council","Age 35-39","Both Sexes","Number","15252"
"Population","2022","Limerick City & County Council","Age 40-44","Males","Number","7942"
"Population","2022","Limerick City & County Council","Age 40-44","Females","Number","8191"
"Population","2022","Limerick City & County Council","Age 40-44","Both Sexes","Number","16133"
"Population","2022","Limerick City & County Council","Age 45-49","Males","Number","7536"
"Population","2022","Limerick City & County Council","Age 45-49","Females","Number","7340"
"Population","2022","Limerick City & County Council","Age 45-49","Both Sexes","Number","14876"
"Population","2022","Limerick City & County Council","Age 50-54","Males","Number","6915"
"Population","2022","Limerick City & County Council","Age 50-54","Females","Number","6601"
"Population","2022","Limerick City & County Council","Age 50-54","Both Sexes","Number","13516"
"Population","2022","Limerick City & County Council","Age 55-59","Males","Number","6157"
"Population","2022","Limerick City & County Council","Age 55-59","Females","Number","6171"
"Population","2022","Limerick City & County Council","Age 55-59","Both Sexes","Number","12328"
"Population","2022","Limerick City & County Council","Age 60-64","Males","Number","5732"
"Population","2022","Limerick City & County Council","Age 60-64","Females","Number","5696"
"Population","2022","Limerick City & County Council","Age 60-64","Both Sexes","Number","11428"
"Population","2022","Limerick City & County Council","Age 65-69","Males","Number","5183"
"Population","2022","Limerick City & County Council","Age 65-69","Females","Number","5119"
"Population","2022","Limerick City & County Council","Age 65-69","Both Sexes","Number","10302"
"Population","2022","Limerick City & County Council","Age 70-74","Males","Number","4432"
"Population","2022","Limerick City & County Council","Age 70-74","Females","Number","4531"
"Population","2022","Limerick City & County Council","Age 70-74","Both Sexes","Number","8963"
"Population","2022","Limerick City & County Council","Age 75-79","Males","Number","3182"
"Population","2022","Limerick City & County Council","Age 75-79","Females","Number","3578"
"Population","2022","Limerick City & County Council","Age 75-79","Both Sexes","Number","6760"
"Population","2022","Limerick City & County Council","Age 80-84","Males","Number","1874"
"Population","2022","Limerick City & County Council","Age 80-84","Females","Number","2319"
"Population","2022","Limerick City & County Council","Age 80-84","Both Sexes","Number","4193"
"Population","2022","Limerick City & County Council","Age 85 and over","Males","Number","1278"
"Population","2022","Limerick City & County Council","Age 85 and over","Females","Number","2092"
"Population","2022","Limerick City & County Council","Age 85 and over","Both Sexes","Number","3370"
"Population","2022","Limerick City & County Council","Total","Males","Number","104452"
"Population","2022","Limerick City & County Council","Total","Females","Number","105084"
"Population","2022","Limerick City & County Council","Total","Both Sexes","Number","209536"
"Population","2022","Tipperary County Council","Age 0-4","Males","Number","5013"
"Population","2022","Tipperary County Council","Age 0-4","Females","Number","4683"
"Population","2022","Tipperary County Council","Age 0-4","Both Sexes","Number","9696"
"Population","2022","Tipperary County Council","Age 5-9","Males","Number","5639"
"Population","2022","Tipperary County Council","Age 5-9","Females","Number","5450"
"Population","2022","Tipperary County Council","Age 5-9","Both Sexes","Number","11089"
"Population","2022","Tipperary County Council","Age 10-14","Males","Number","6423"
"Population","2022","Tipperary County Council","Age 10-14","Females","Number","6078"
"Population","2022","Tipperary County Council","Age 10-14","Both Sexes","Number","12501"
"Population","2022","Tipperary County Council","Age 15-19","Males","Number","5669"
"Population","2022","Tipperary County Council","Age 15-19","Females","Number","5438"
"Population","2022","Tipperary County Council","Age 15-19","Both Sexes","Number","11107"
"Population","2022","Tipperary County Council","Age 20-24","Males","Number","4526"
"Population","2022","Tipperary County Council","Age 20-24","Females","Number","4239"
"Population","2022","Tipperary County Council","Age 20-24","Both Sexes","Number","8765"
"Population","2022","Tipperary County Council","Age 25-29","Males","Number","4019"
"Population","2022","Tipperary County Council","Age 25-29","Females","Number","3876"
"Population","2022","Tipperary County Council","Age 25-29","Both Sexes","Number","7895"
"Population","2022","Tipperary County Council","Age 30-34","Males","Number","4384"
"Population","2022","Tipperary County Council","Age 30-34","Females","Number","4741"
"Population","2022","Tipperary County Council","Age 30-34","Both Sexes","Number","9125"
"Population","2022","Tipperary County Council","Age 35-39","Males","Number","5272"
"Population","2022","Tipperary County Council","Age 35-39","Females","Number","5944"
"Population","2022","Tipperary County Council","Age 35-39","Both Sexes","Number","11216"
"Population","2022","Tipperary County Council","Age 40-44","Males","Number","6134"
"Population","2022","Tipperary County Council","Age 40-44","Females","Number","6417"
"Population","2022","Tipperary County Council","Age 40-44","Both Sexes","Number","12551"
"Population","2022","Tipperary County Council","Age 45-49","Males","Number","6098"
"Population","2022","Tipperary County Council","Age 45-49","Females","Number","6088"
"Population","2022","Tipperary County Council","Age 45-49","Both Sexes","Number","12186"
"Population","2022","Tipperary County Council","Age 50-54","Males","Number","5713"
"Population","2022","Tipperary County Council","Age 50-54","Females","Number","5673"
"Population","2022","Tipperary County Council","Age 50-54","Both Sexes","Number","11386"
"Population","2022","Tipperary County Council","Age 55-59","Males","Number","5601"
"Population","2022","Tipperary County Council","Age 55-59","Females","Number","5456"
"Population","2022","Tipperary County Council","Age 55-59","Both Sexes","Number","11057"
"Population","2022","Tipperary County Council","Age 60-64","Males","Number","4989"
"Population","2022","Tipperary County Council","Age 60-64","Females","Number","4976"
"Population","2022","Tipperary County Council","Age 60-64","Both Sexes","Number","9965"
"Population","2022","Tipperary County Council","Age 65-69","Males","Number","4606"
"Population","2022","Tipperary County Council","Age 65-69","Females","Number","4368"
"Population","2022","Tipperary County Council","Age 65-69","Both Sexes","Number","8974"
"Population","2022","Tipperary County Council","Age 70-74","Males","Number","3798"
"Population","2022","Tipperary County Council","Age 70-74","Females","Number","3838"
"Population","2022","Tipperary County Council","Age 70-74","Both Sexes","Number","7636"
"Population","2022","Tipperary County Council","Age 75-79","Males","Number","2840"
"Population","2022","Tipperary County Council","Age 75-79","Females","Number","3022"
"Population","2022","Tipperary County Council","Age 75-79","Both Sexes","Number","5862"
"Population","2022","Tipperary County Council","Age 80-84","Males","Number","1647"
"Population","2022","Tipperary County Council","Age 80-84","Females","Number","1970"
"Population","2022","Tipperary County Council","Age 80-84","Both Sexes","Number","3617"
"Population","2022","Tipperary County Council","Age 85 and over","Males","Number","1268"
"Population","2022","Tipperary County Council","Age 85 and over","Females","Number","1999"
"Population","2022","Tipperary County Council","Age 85 and over","Both Sexes","Number","3267"
"Population","2022","Tipperary County Council","Total","Males","Number","83639"
"Population","2022","Tipperary County Council","Total","Females","Number","84256"
"Population","2022","Tipperary County Council","Total","Both Sexes","Number","167895"
"Population","2022","Waterford City & County Council","Age 0-4","Males","Number","3517"
"Population","2022","Waterford City & County Council","Age 0-4","Females","Number","3284"
"Population","2022","Waterford City & County Council","Age 0-4","Both Sexes","Number","6801"
"Population","2022","Waterford City & County Council","Age 5-9","Males","Number","4299"
"Population","2022","Waterford City & County Council","Age 5-9","Females","Number","3995"
"Population","2022","Waterford City & County Council","Age 5-9","Both Sexes","Number","8294"
"Population","2022","Waterford City & County Council","Age 10-14","Males","Number","4724"
"Population","2022","Waterford City & County Council","Age 10-14","Females","Number","4644"
"Population","2022","Waterford City & County Council","Age 10-14","Both Sexes","Number","9368"
"Population","2022","Waterford City & County Council","Age 15-19","Males","Number","4470"
"Population","2022","Waterford City & County Council","Age 15-19","Females","Number","4184"
"Population","2022","Waterford City & County Council","Age 15-19","Both Sexes","Number","8654"
"Population","2022","Waterford City & County Council","Age 20-24","Males","Number","3768"
"Population","2022","Waterford City & County Council","Age 20-24","Females","Number","3559"
"Population","2022","Waterford City & County Council","Age 20-24","Both Sexes","Number","7327"
"Population","2022","Waterford City & County Council","Age 25-29","Males","Number","3163"
"Population","2022","Waterford City & County Council","Age 25-29","Females","Number","3254"
"Population","2022","Waterford City & County Council","Age 25-29","Both Sexes","Number","6417"
"Population","2022","Waterford City & County Council","Age 30-34","Males","Number","3599"
"Population","2022","Waterford City & County Council","Age 30-34","Females","Number","3865"
"Population","2022","Waterford City & County Council","Age 30-34","Both Sexes","Number","7464"
"Population","2022","Waterford City & County Council","Age 35-39","Males","Number","4164"
"Population","2022","Waterford City & County Council","Age 35-39","Females","Number","4663"
"Population","2022","Waterford City & County Council","Age 35-39","Both Sexes","Number","8827"
"Population","2022","Waterford City & County Council","Age 40-44","Males","Number","4818"
"Population","2022","Waterford City & County Council","Age 40-44","Females","Number","5074"
"Population","2022","Waterford City & County Council","Age 40-44","Both Sexes","Number","9892"
"Population","2022","Waterford City & County Council","Age 45-49","Males","Number","4479"
"Population","2022","Waterford City & County Council","Age 45-49","Females","Number","4693"
"Population","2022","Waterford City & County Council","Age 45-49","Both Sexes","Number","9172"
"Population","2022","Waterford City & County Council","Age 50-54","Males","Number","4259"
"Population","2022","Waterford City & County Council","Age 50-54","Females","Number","4285"
"Population","2022","Waterford City & County Council","Age 50-54","Both Sexes","Number","8544"
"Population","2022","Waterford City & County Council","Age 55-59","Males","Number","4166"
"Population","2022","Waterford City & County Council","Age 55-59","Females","Number","4116"
"Population","2022","Waterford City & County Council","Age 55-59","Both Sexes","Number","8282"
"Population","2022","Waterford City & County Council","Age 60-64","Males","Number","3601"
"Population","2022","Waterford City & County Council","Age 60-64","Females","Number","3688"
"Population","2022","Waterford City & County Council","Age 60-64","Both Sexes","Number","7289"
"Population","2022","Waterford City & County Council","Age 65-69","Males","Number","3197"
"Population","2022","Waterford City & County Council","Age 65-69","Females","Number","3150"
"Population","2022","Waterford City & County Council","Age 65-69","Both Sexes","Number","6347"
